Date,Open,High,Low,Close,Volume,Adj Close
2016-10-21,5442.100098,5446.899902,5410.799805,5430.299805,000,5430.299805
2016-10-20,5435.399902,5457.899902,5433.100098,5442.100098,000,5442.100098
2016-10-19,5410.799805,5438.600098,5410.799805,5435.399902,000,5435.399902
2016-10-18,5388.700195,5417.50,5386.100098,5410.799805,000,5410.799805
2016-10-17,5434.00,5441.200195,5388.700195,5388.700195,000,5388.700195
2016-10-14,5435.50,5447.200195,5430.299805,5434.00,000,5434.00
2016-10-13,5474.600098,5474.600098,5420.799805,5435.50,000,5435.50
2016-10-12,5479.799805,5479.799805,5433.600098,5474.600098,000,5474.600098
2016-10-11,5475.399902,5498.00,5474.399902,5479.799805,000,5479.799805
2016-10-10,5467.399902,5494.700195,5467.399902,5475.399902,000,5475.399902
2016-10-07,5483.00,5493.100098,5457.200195,5467.399902,000,5467.399902
2016-10-06,5452.899902,5485.799805,5452.899902,5483.00,000,5483.00
2016-10-05,5484.00,5484.00,5439.799805,5452.899902,000,5452.899902
2016-10-04,5478.50,5484.00,5448.299805,5484.00,000,5484.00
2016-10-03,5435.899902,5492.100098,5435.899902,5478.50,000,5478.50
2016-09-30,5471.299805,5471.299805,5417.700195,5435.899902,000,5435.899902
2016-09-29,5412.399902,5473.299805,5412.399902,5471.299805,000,5471.299805
2016-09-28,5405.899902,5435.00,5399.100098,5412.399902,000,5412.399902
2016-09-27,5431.399902,5431.399902,5372.299805,5405.899902,000,5405.899902
2016-09-26,5431.299805,5436.100098,5407.600098,5431.399902,000,5431.399902
2016-09-23,5374.50,5434.299805,5373.899902,5431.299805,000,5431.299805
2016-09-22,5339.600098,5391.899902,5339.600098,5374.50,000,5374.50
2016-09-21,5303.600098,5345.50,5303.100098,5339.600098,000,5339.600098
2016-09-20,5294.799805,5307.600098,5276.299805,5303.600098,000,5303.600098
2016-09-19,5296.700195,5301.200195,5273.00,5294.799805,000,5294.799805
2016-09-16,5239.899902,5306.100098,5239.899902,5296.700195,000,5296.700195
2016-09-15,5227.700195,5242.50,5204.00,5239.899902,000,5239.899902
2016-09-14,5207.799805,5230.600098,5192.200195,5227.700195,000,5227.700195
2016-09-13,5219.600098,5276.100098,5207.799805,5207.799805,000,5207.799805
2016-09-12,5339.200195,5339.200195,5215.00,5219.600098,000,5219.600098
2016-09-09,5385.799805,5385.799805,5332.399902,5339.200195,000,5339.200195
2016-09-08,5424.200195,5424.200195,5358.00,5385.799805,000,5385.799805
2016-09-07,5413.600098,5440.200195,5410.600098,5424.200195,000,5424.200195
2016-09-06,5429.600098,5430.299805,5404.399902,5413.600098,000,5413.600098
2016-09-05,5372.799805,5431.100098,5372.799805,5429.600098,000,5429.600098
2016-09-02,5415.600098,5418.899902,5361.700195,5372.799805,000,5372.799805
2016-09-01,5433.00,5433.00,5405.700195,5415.600098,000,5415.600098
2016-08-31,5478.299805,5478.299805,5412.600098,5433.00,000,5433.00
2016-08-30,5469.200195,5504.00,5469.200195,5478.299805,000,5478.299805
2016-08-29,5515.50,5516.700195,5452.299805,5469.200195,000,5469.200195
2016-08-26,5541.899902,5544.399902,5513.700195,5515.50,000,5515.50
2016-08-25,5561.700195,5562.399902,5535.399902,5541.899902,000,5541.899902
2016-08-24,5553.799805,5569.100098,5552.50,5561.700195,000,5561.700195
2016-08-23,5515.100098,5574.00,5515.100098,5553.799805,000,5553.799805
2016-08-22,5526.700195,5537.399902,5508.700195,5515.100098,000,5515.100098
2016-08-19,5507.799805,5533.100098,5504.50,5526.700195,000,5526.700195
2016-08-18,5535.00,5546.00,5498.700195,5507.799805,000,5507.799805
2016-08-17,5532.00,5537.899902,5506.700195,5535.00,000,5535.00
2016-08-16,5540.00,5549.799805,5530.100098,5532.00,000,5532.00
2016-08-15,5530.899902,5545.200195,5510.799805,5540.00,000,5540.00
2016-08-12,5508.00,5549.100098,5506.200195,5530.899902,000,5530.899902
2016-08-11,5543.700195,5543.700195,5483.700195,5508.00,000,5508.00
2016-08-10,5552.50,5552.50,5513.200195,5543.700195,000,5543.700195
2016-08-09,5537.799805,5553.799805,5536.200195,5552.50,000,5552.50
2016-08-08,5497.399902,5549.600098,5497.399902,5537.799805,000,5537.799805
2016-08-05,5475.799805,5512.50,5475.799805,5497.399902,000,5497.399902
2016-08-04,5465.700195,5509.200195,5465.700195,5475.799805,000,5475.799805
2016-08-03,5539.299805,5539.299805,5465.700195,5465.700195,000,5465.700195
2016-08-02,5587.399902,5592.100098,5539.299805,5540.50,000,5540.50
2016-08-01,5562.399902,5611.200195,5562.399902,5587.399902,000,5587.399902
2016-07-29,5556.600098,5570.399902,5536.899902,5562.299805,000,5562.299805
2016-07-28,5539.700195,5564.00,5538.799805,5556.600098,000,5556.600098
2016-07-27,5537.50,5564.600098,5530.00,5539.700195,000,5539.700195
2016-07-26,5530.200195,5537.50,5498.200195,5537.50,000,5537.50
2016-07-25,5498.200195,5548.50,5498.200195,5533.600098,000,5533.600098
2016-07-22,5512.600098,5512.600098,5477.899902,5498.200195,000,5498.200195
2016-07-21,5488.700195,5531.899902,5488.700195,5512.399902,000,5512.399902
2016-07-20,5451.299805,5488.700195,5439.799805,5488.700195,000,5488.700195
2016-07-19,5458.50,5466.399902,5432.799805,5451.299805,000,5451.299805
2016-07-18,5429.600098,5462.299805,5428.899902,5458.50,000,5458.50
2016-07-15,5411.600098,5452.700195,5411.600098,5429.600098,000,5429.600098
